sub_id,query_id,dataset,op_count_filter,op_count_join,op_count_traversal,op_count_aggregate,op_count_map,ast_depth,has_traversal,max_hops,input_cardinality_log,output_cardinality_log,selectivity,avg_degree,max_degree,degree_skew,num_projected_columns,has_index,join_fanout,estimated_shuffle_bytes_log,estimated_traversal_ops,hist_avg_runtime_ms,hist_runtime_variance,num_tables_joined,sql_median_ms,sql_std_ms,graph_median_ms,graph_std_ms,speedup,label,label_source,sql_status,graph_status,sql_failures,graph_failures,fallback_applied,fallback_reason,semantic_penalty
sub_0_r0,q_job_real_y1000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.402658939361572,0.9996048808097839,0.0,0.0,0.0,2.0,0.0,1.0,7.606778621673584,0.0,-1.0,-1.0,1.0,3503.11,364.89,10509.33,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_job_kw_y1000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.655419826507568,0.9997791647911072,0.0,0.0,0.0,2.0,0.0,1.0,7.859539985656738,0.0,-1.0,-1.0,1.0,1255.75,12.79,3767.25,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_job_real_y5000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.401971340179443,0.9980227947235107,0.0,0.0,0.0,2.0,0.0,1.0,7.606091022491455,0.0,-1.0,-1.0,1.0,2561.0,151.82,7683.0,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_job_kw_y5000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.655035495758057,0.998894989490509,0.0,0.0,0.0,2.0,0.0,1.0,7.859155654907227,0.0,-1.0,-1.0,1.0,2818.13,534.68,8454.39,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_job_real_y10000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.402830600738525,6.40110969543457,0.9960451722145081,0.0,0.0,0.0,2.0,0.0,1.0,7.605229377746582,0.0,-1.0,-1.0,1.0,3392.41,68.63,10177.23,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_job_kw_y10000_base,job_real_queries,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.655516147613525,6.654554843902588,0.997789740562439,0.0,0.0,0.0,2.0,0.0,1.0,7.858675003051758,0.0,-1.0,-1.0,1.0,1356.06,134.58,4068.18,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_job_graph_0001,job_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.8555190563201904,0.9030900001525879,0.0010000000474974513,0.0,0.0,0.0,1.0,0.0,1.0,1.7558748722076416,7.0,-1.0,-1.0,1.0,2995.68,0.0,998.56,62.17,3.0,GRAPH,real_measurement_with_fallback,all_failed,ok,2,0,1,sql_failed_or_penalized,0
sub_0_r0,q_job_graph_0002,job_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,3.8555190563201904,0.9030900001525879,0.0010000000474974513,0.0,0.0,0.0,1.0,0.0,1.0,1.7558748722076416,7.0,-1.0,-1.0,1.0,3264.7200000000003,0.0,1088.24,74.58,3.0,GRAPH,real_measurement_with_fallback,all_failed,ok,2,0,1,sql_failed_or_penalized,0
sub_0_r0,q_job_graph_0003,job_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.8555190563201904,0.9030900001525879,0.0010000000474974513,0.0,0.0,0.0,1.0,0.0,1.0,1.7558748722076416,7.0,-1.0,-1.0,1.0,2932.98,0.0,977.66,37.89,3.0,GRAPH,real_measurement_with_fallback,all_failed,ok,2,0,1,sql_failed_or_penalized,0
sub_0_r0,q_job_graph_0004,job_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.8555190563201904,0.9030900001525879,0.0010000000474974513,0.0,0.0,0.0,1.0,0.0,1.0,1.7558748722076416,7.0,-1.0,-1.0,1.0,3010.44,0.0,1003.48,1.91,3.0,GRAPH,real_measurement_with_fallback,all_failed,ok,2,0,1,sql_failed_or_penalized,0
