sub_id,query_id,dataset,op_count_filter,op_count_join,op_count_traversal,op_count_aggregate,op_count_map,ast_depth,has_traversal,max_hops,input_cardinality_log,output_cardinality_log,selectivity,avg_degree,max_degree,degree_skew,num_projected_columns,has_index,join_fanout,estimated_shuffle_bytes_log,estimated_traversal_ops,hist_avg_runtime_ms,hist_runtime_variance,num_tables_joined,sql_median_ms,sql_std_ms,graph_median_ms,graph_std_ms,speedup,label,label_source,sql_status,graph_status,sql_failures,graph_failures,fallback_applied,fallback_reason,semantic_penalty
sub_0_r0,q_ogb_real_0001,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.1815690994262695,2.1818435192108154,0.0010000000474974513,7.677550792694092,436.0,1.1782097816467285,1.0,0.0,1.0,3.0824263095855713,68335.2890625,-1.0,-1.0,1.0,5765.08,0.0,686.72,0.0,8.395,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_ogb_real_0001,ogb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,7647.26,0.0,22941.78,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_ogb_real_0002,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.1815690994262695,2.1818435192108154,0.0010000000474974513,7.677550792694092,436.0,1.1782097816467285,1.0,0.0,1.0,3.0824263095855713,68335.2890625,-1.0,-1.0,1.0,19591.44,0.0,512.79,0.0,38.206,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_ogb_real_0002,ogb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,29536.78,0.0,88610.34,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_ogb_real_0007,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.1815690994262695,2.1818435192108154,0.0010000000474974513,7.677550792694092,436.0,1.1782097816467285,1.0,0.0,1.0,3.0824263095855713,68335.2890625,-1.0,-1.0,1.0,4786.5,0.0,393.44,0.0,12.166,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_ogb_real_0007,ogb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,5896.66,0.0,17689.98,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_ogb_real_0008,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.1815690994262695,2.1818435192108154,0.0010000000474974513,7.677550792694092,436.0,1.1782097816467285,1.0,0.0,1.0,3.0824263095855713,68335.2890625,-1.0,-1.0,1.0,15722.36,0.0,401.81,0.0,39.129,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_ogb_real_0008,ogb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,26887.92,0.0,80663.76,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_ogb_real_0013,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.1815690994262695,2.1818435192108154,0.0010000000474974513,7.677550792694092,436.0,1.1782097816467285,1.0,0.0,1.0,3.0824263095855713,68335.2890625,-1.0,-1.0,1.0,8567.5,0.0,578.63,0.0,14.807,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_ogb_real_0013,ogb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,10575.61,0.0,31726.83,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_ogb_real_0014,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.1815690994262695,2.1818435192108154,0.0010000000474974513,7.677550792694092,436.0,1.1782097816467285,1.0,0.0,1.0,3.0824263095855713,68335.2890625,-1.0,-1.0,1.0,19789.85,0.0,278.39,0.0,71.087,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_ogb_real_0014,ogb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,26702.75,0.0,80108.25,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_ogb_real_0019,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.1815690994262695,2.1818435192108154,0.0010000000474974513,7.677550792694092,436.0,1.1782097816467285,1.0,0.0,1.0,3.0824263095855713,68335.2890625,-1.0,-1.0,1.0,5025.39,0.0,476.8,0.0,10.54,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_ogb_real_0019,ogb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,9058.72,0.0,27176.16,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_ogb_real_0020,ogb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,5.1815690994262695,2.1818435192108154,0.0010000000474974513,7.677550792694092,436.0,1.1782097816467285,1.0,0.0,1.0,3.0824263095855713,68335.2890625,-1.0,-1.0,1.0,17292.13,0.0,485.95,0.0,35.584,GRAPH,real_measurement,ok,ok,0,0,0,none,0
