sub_id,query_id,dataset,op_count_filter,op_count_join,op_count_traversal,op_count_aggregate,op_count_map,ast_depth,has_traversal,max_hops,input_cardinality_log,output_cardinality_log,selectivity,avg_degree,max_degree,degree_skew,num_projected_columns,has_index,join_fanout,estimated_shuffle_bytes_log,estimated_traversal_ops,hist_avg_runtime_ms,hist_runtime_variance,num_tables_joined,sql_median_ms,sql_std_ms,graph_median_ms,graph_std_ms,speedup,label,label_source,sql_status,graph_status,sql_failures,graph_failures,fallback_applied,fallback_reason,semantic_penalty
sub_0_r0,q_snb_real_0005,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.1872386932373047,0.3010300099849701,0.0010000000474974513,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,309289.28125,-1.0,-1.0,1.0,696.35,48.64,361.32,16.41,1.927,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_snb_real_0005,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,462.88,18.63,1388.64,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_snb_real_0006,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.1872386932373047,0.3010300099849701,0.0010000000474974513,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,309289.28125,-1.0,-1.0,1.0,403.86,33.61,192.67,20.72,2.096,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_snb_real_0006,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,542.78,68.7,1628.34,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_snb_real_0007,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,3.1872386932373047,0.3010300099849701,0.0010000000474974513,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,7293838.0,-1.0,-1.0,1.0,313.56,20.51,174.13,32.38,1.801,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_snb_real_0007,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,448.49,16.06,1345.47,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_snb_real_0008,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,3.1872386932373047,0.3010300099849701,0.0010000000474974513,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,7293838.0,-1.0,-1.0,1.0,354.29,7.75,172.65,18.96,2.052,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_snb_real_0008,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,422.12,13.05,1266.36,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_snb_real_0013,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.1872386932373047,0.3010300099849701,0.0010000000474974513,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,309289.28125,-1.0,-1.0,1.0,254.07,7.44,139.57,16.67,1.82,GRAPH,real_measurement,ok,ok,0,0,0,none,0
sub_1_r0,q_snb_real_0013,snb_real_queries,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.8555190563201904,3.8555190563201904,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.059582233428955,0.0,-1.0,-1.0,1.0,427.39,66.58,1282.17,0.0,0.333,SQL,real_measurement,ok,not_applicable_penalized,0,0,0,none,0
sub_0_r0,q_snb_real_0014,snb_real_queries,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,3.1872386932373047,0.3010300099849701,0.0010000000474974513,23.58257484436035,391.0,1.3573168516159058,1.0,0.0,1.0,0.9542425274848938,309289.28125,-1.0,-1.0,1.0,333.84,34.55,141.64,7.45,2.357,GRAPH,real_measurement,ok,ok,0,0,0,none,0
